#ΛΕΞΗ	ΛΗΜΜΑ	Μ.τ.Λ.	ΧΑΡΑΚΤΗΡΙΣΜΟΙ
ξένους	ξένος	επίθετο	αρσενικό, πληθυντικός, αιτιατική
αεροπλάνων	αεροπλάνο	ουσιαστικό	ουδέτερο, πληθυντικός, γενική
ποινών	ποινή	ουσιαστικό	θηλυκό, πληθυντικός, γενική
πείτε			
διάρκεια	διάρκεια	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
πήγε			
παράξενο	παράξενος	επίθετο	αρσενικό, ενικός, αιτιατική
			ουδέτερο, ενικός, αιτιατική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, κλητική
κλαδί	κλαδί	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
απεγνωσμένο	απεγνωσμένος	επίθετο	αρσενικό, ενικός, αιτιατική
			ουδέτερο, ενικός, αιτιατική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, κλητική
καρεττάκια			
τικι			
παράξενη	παράξενος	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
πάτωμα	πάτωμα	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
γιατρέψει	γιατρεύω	ρήμα	ενεργητική, αόριστος, υποτακτική, ενικός, 3ο πρόσωπο
			ενεργητική, αόριστος, απαρέμφατο, , 
ύφαλα	ύφαλα	ουσιαστικό	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
μεσαιωνικό	μεσαιωνικός	επίθετο	αρσενικό, ενικός, αιτιατική
			ουδέτερο, ενικός, αιτιατική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, κλητική
τρομαχτικά	τρομαχτικός	επίθετο	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
καλούς			
γνώση	γνώση	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
βεγγαλικά	βεγγαλικό	ουσιαστικό	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
χτύπαγε			
ελλάδα			
αρχοντιάς	αρχοντιά	ουσιαστικό	θηλυκό, ενικός, γενική
ολόκληρη	ολόκληρος	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
λιγνά	λιγνός	επίθετο	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
ψιθυριστά	ψιθυριστός	επίθετο	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
κόλα	κόλο	ουσιαστικό	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
	κόλα	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
κτιρίων	κτίριο	ουσιαστικό	ουδέτερο, πληθυντικός, γενική
μουγκάνισε	μουγκανίζω	ρήμα	ενεργητική, αόριστος, οριστική, ενικός, 3ο πρόσωπο
			ενεργητική, αόριστος, προστακτική, ενικός, 2ο πρόσωπο
βγάλει			
τρέχουνε	τρέχω	ρήμα	ενεργητική, ενεστώτας, οριστική, πληθυντικός, 3ο πρόσωπο
ερωτευτείς	ερωτεύομαι	ρήμα	παθητική, αόριστος, υποτακτική, ενικός, 2ο πρόσωπο
δρόμο	δρόμος	ουσιαστικό	αρσενικό, ενικός, αιτιατική
ροΐ	ροΐ	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
είσαι			
θόρντον			
μικρογραφιών	μικρογραφία	ουσιαστικό	θηλυκό, πληθυντικός, γενική
κρίνεις			
όλος	όλος	επίθετο	αρσενικό, ενικός, ονομαστική
έσπρωξε	σπρώχνω	ρήμα	ενεργητική, αόριστος, οριστική, ενικός, 3ο πρόσωπο
καλοκαίρι	καλοκαίρι	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
σκοτεινιάζει	σκοτεινιάζω	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 3ο πρόσωπο
παιχνίδι	παιχνίδι	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
χτένας	χτένα	ουσιαστικό	θηλυκό, ενικός, γενική
ζωγραφίζω	ζωγραφίζω	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 1ο πρόσωπο
βιβλίο	βιβλίο	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
δίκαιος	δίκαιος	επίθετο	αρσενικό, ενικός, ονομαστική
	δίκαιος	επίθετο	αρσενικό, ενικός, ονομαστική
συνηθισμένων	συνηθισμένος	επίθετο	θηλυκό, πληθυντικός, γενική
			αρσενικό, πληθυντικός, γενική
			ουδέτερο, πληθυντικός, γενική
λίτρες	λίτρα	ουσιαστικό	θηλυκό, πληθυντικός, αιτιατική
			θηλυκό, πληθυντικός, κλητική
			θηλυκό, πληθυντικός, ονομαστική
όλοι	όλος	επίθετο	αρσενικό, πληθυντικός, κλητική
			αρσενικό, πληθυντικός, ονομαστική
είσοδο	είσοδος	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, αιτιατική
κρατάει	κρατώ	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 3ο πρόσωπο
παγίδες	παγίδα	ουσιαστικό	θηλυκό, πληθυντικός, αιτιατική
			θηλυκό, πληθυντικός, κλητική
			θηλυκό, πληθυντικός, ονομαστική
δοκίμασα	δοκιμάζω	ρήμα	ενεργητική, αόριστος, οριστική, ενικός, 1ο πρόσωπο
διδασκαλία	διδασκαλία	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
εκθέτει			
αγαπούσαν	αγαπώ	ρήμα	ενεργητική, παρατατικός, οριστική, πληθυντικός, 3ο πρόσωπο
νησί	νησί	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
αυτονομία	αυτονομία	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
συμπρωταγωνιστές	συμπρωταγωνιστής	ουσιαστικό	αρσενικό, πληθυντικός, αιτιατική
			αρσενικό, πληθυντικός, κλητική
			αρσενικό, πληθυντικός, ονομαστική
επαναλάμβανε			
δαιμόνων	δαίμονας	ουσιαστικό	αρσενικό, πληθυντικός, γενική
αφήσεις			
λένε			
σαρκαστική	σαρκαστικός	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
